Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
MAVE_Group60_A,B3,IL0 PCR Mix (Abgene),B2,24.00,0.00
MAVE_Group60_A,B3,IL0 PCR Mix (Abgene),C2,24.00,0.00
MAVE_Group60_A,B3,IL0 PCR Mix (Abgene),D2,24.00,0.00
MAVE_Group60_A,B3,IL0 PCR Mix (Abgene),E2,24.00,0.00
MAVE_Group60_A,B3,IL0 PCR Mix (Abgene),F2,24.00,0.00
MAVE_Group60_B,B3,IL0 PCR Mix (Abgene),G2,24.00,0.00
MAVE_Group60_B,B3,IL0 PCR Mix (Abgene),H2,24.00,0.00
MAVE_Group60_B,B3,IL0 PCR Mix (Abgene),A3,24.00,0.00
MAVE_Group60_B,B3,IL0 PCR Mix (Abgene),B3,24.00,0.00
MAVE_Group60_A,E1,IL0 PCR Mix (Abgene),C3,24.00,0.00
MAVE_Group60_A,E1,IL0 PCR Mix (Abgene),D3,24.00,0.00
MAVE_Group60_A,E1,IL0 PCR Mix (Abgene),E3,24.00,0.00
MAVE_Group60_A,E1,IL0 PCR Mix (Abgene),F3,24.00,0.00
MAVE_Group60_A,E1,IL0 PCR Mix (Abgene),G3,24.00,0.00
MAVE_Group60_B,E1,IL0 PCR Mix (Abgene),H3,24.00,0.00
MAVE_Group60_B,E1,IL0 PCR Mix (Abgene),A4,24.00,0.00
MAVE_Group60_B,E1,IL0 PCR Mix (Abgene),B4,24.00,0.00
MAVE_Group60_B,E1,IL0 PCR Mix (Abgene),C4,24.00,0.00
MAVE_Group60_A,B2,IL0 PCR Mix (Abgene),D4,24.00,0.00
MAVE_Group60_A,B2,IL0 PCR Mix (Abgene),E4,24.00,0.00
MAVE_Group60_A,B2,IL0 PCR Mix (Abgene),F4,24.00,0.00
MAVE_Group60_A,B2,IL0 PCR Mix (Abgene),G4,24.00,0.00
MAVE_Group60_A,B2,IL0 PCR Mix (Abgene),H4,24.00,0.00
MAVE_Group60_B,B2,IL0 PCR Mix (Abgene),A5,24.00,0.00
MAVE_Group60_B,B2,IL0 PCR Mix (Abgene),B5,24.00,0.00
MAVE_Group60_B,B2,IL0 PCR Mix (Abgene),C5,24.00,0.00
MAVE_Group60_B,B2,IL0 PCR Mix (Abgene),D5,24.00,0.00
MAVE_Group60_A,E2,IL0 PCR Mix (Abgene),E5,24.00,0.00
MAVE_Group60_A,E2,IL0 PCR Mix (Abgene),F5,24.00,0.00
MAVE_Group60_A,E2,IL0 PCR Mix (Abgene),G5,24.00,0.00
MAVE_Group60_A,E2,IL0 PCR Mix (Abgene),H5,24.00,0.00
MAVE_Group60_A,E2,IL0 PCR Mix (Abgene),A6,24.00,0.00
MAVE_Group60_B,E2,IL0 PCR Mix (Abgene),B6,24.00,0.00
MAVE_Group60_B,E2,IL0 PCR Mix (Abgene),C6,24.00,0.00
MAVE_Group60_B,E2,IL0 PCR Mix (Abgene),D6,24.00,0.00
MAVE_Group60_B,E2,IL0 PCR Mix (Abgene),E6,24.00,0.00
MAVE_Group60_A,E4,IL0 PCR Mix (Abgene),F6,24.00,0.00
MAVE_Group60_A,E4,IL0 PCR Mix (Abgene),G6,24.00,0.00
MAVE_Group60_A,E4,IL0 PCR Mix (Abgene),H6,24.00,0.00
MAVE_Group60_A,E4,IL0 PCR Mix (Abgene),A7,24.00,0.00
MAVE_Group60_A,E4,IL0 PCR Mix (Abgene),B7,24.00,0.00
MAVE_Group60_B,E4,IL0 PCR Mix (Abgene),C7,24.00,0.00
MAVE_Group60_B,E4,IL0 PCR Mix (Abgene),D7,24.00,0.00
MAVE_Group60_B,E4,IL0 PCR Mix (Abgene),E7,24.00,0.00
MAVE_Group60_B,E4,IL0 PCR Mix (Abgene),F7,24.00,0.00
MAVE_Group60_A,B4,IL0 PCR Mix (Abgene),G7,24.00,0.00
MAVE_Group60_A,B4,IL0 PCR Mix (Abgene),H7,24.00,0.00
MAVE_Group60_A,B4,IL0 PCR Mix (Abgene),A8,24.00,0.00
MAVE_Group60_A,B4,IL0 PCR Mix (Abgene),B8,24.00,0.00
MAVE_Group60_A,B4,IL0 PCR Mix (Abgene),C8,24.00,0.00
MAVE_Group60_B,B4,IL0 PCR Mix (Abgene),D8,24.00,0.00
MAVE_Group60_B,B4,IL0 PCR Mix (Abgene),E8,24.00,0.00
MAVE_Group60_B,B4,IL0 PCR Mix (Abgene),F8,24.00,0.00
MAVE_Group60_B,B4,IL0 PCR Mix (Abgene),G8,24.00,0.00
MAVE_Group60_A,E3,IL0 PCR Mix (Abgene),H8,24.00,0.00
MAVE_Group60_A,E3,IL0 PCR Mix (Abgene),A9,24.00,0.00
MAVE_Group60_A,E3,IL0 PCR Mix (Abgene),B9,24.00,0.00
MAVE_Group60_A,E3,IL0 PCR Mix (Abgene),C9,24.00,0.00
MAVE_Group60_A,E3,IL0 PCR Mix (Abgene),D9,24.00,0.00
MAVE_Group60_B,E3,IL0 PCR Mix (Abgene),E9,24.00,0.00
MAVE_Group60_B,E3,IL0 PCR Mix (Abgene),F9,24.00,0.00
MAVE_Group60_B,E3,IL0 PCR Mix (Abgene),G9,24.00,0.00
MAVE_Group60_B,E3,IL0 PCR Mix (Abgene),H9,24.00,0.00
MAVE_Group60_A,A3,IL0 PCR Mix (Abgene),B2,24.00,0.00
MAVE_Group60_A,A3,IL0 PCR Mix (Abgene),C2,24.00,0.00
MAVE_Group60_A,A3,IL0 PCR Mix (Abgene),D2,24.00,0.00
MAVE_Group60_A,A3,IL0 PCR Mix (Abgene),E2,24.00,0.00
MAVE_Group60_A,A3,IL0 PCR Mix (Abgene),F2,24.00,0.00
MAVE_Group60_B,A3,IL0 PCR Mix (Abgene),G2,24.00,0.00
MAVE_Group60_B,A3,IL0 PCR Mix (Abgene),H2,24.00,0.00
MAVE_Group60_B,A3,IL0 PCR Mix (Abgene),A3,24.00,0.00
MAVE_Group60_B,A3,IL0 PCR Mix (Abgene),B3,24.00,0.00
MAVE_Group60_A,F1,IL0 PCR Mix (Abgene),C3,24.00,0.00
MAVE_Group60_A,F1,IL0 PCR Mix (Abgene),D3,24.00,0.00
MAVE_Group60_A,F1,IL0 PCR Mix (Abgene),E3,24.00,0.00
MAVE_Group60_A,F1,IL0 PCR Mix (Abgene),F3,24.00,0.00
MAVE_Group60_A,F1,IL0 PCR Mix (Abgene),G3,24.00,0.00
MAVE_Group60_B,F1,IL0 PCR Mix (Abgene),H3,24.00,0.00
MAVE_Group60_B,F1,IL0 PCR Mix (Abgene),A4,24.00,0.00
MAVE_Group60_B,F1,IL0 PCR Mix (Abgene),B4,24.00,0.00
MAVE_Group60_B,F1,IL0 PCR Mix (Abgene),C4,24.00,0.00
MAVE_Group60_A,A2,IL0 PCR Mix (Abgene),D4,24.00,0.00
MAVE_Group60_A,A2,IL0 PCR Mix (Abgene),E4,24.00,0.00
MAVE_Group60_A,A2,IL0 PCR Mix (Abgene),F4,24.00,0.00
