Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
IL0 PCR Mix (Abgene),A1,IL0 PCR 62C,A1,418.00,0.00
IL0 PCR Mix (Abgene),B1,IL0 PCR 62C,B1,418.00,0.00
IL0 PCR Mix (Abgene),C1,IL0 PCR 62C,C1,418.00,0.00
IL0 PCR Mix (Abgene),D1,IL0 PCR 62C,D1,418.00,0.00
IL0 PCR Mix (Abgene),E1,IL0 PCR 62C,E1,418.00,0.00
IL0 PCR Mix (Abgene),F1,IL0 PCR 62C,F1,418.00,0.00
IL0 PCR Mix (Abgene),G1,IL0 PCR 62C,G1,418.00,0.00
IL0 PCR Mix (Abgene),H1,IL0 PCR 62C,H1,418.00,0.00
IL0 PCR Mix (Abgene),A2,IL0 PCR 62C,A2,418.00,0.00
IL0 PCR Mix (Abgene),B2,IL0 PCR 62C,B2,418.00,0.00
IL0 PCR Mix (Abgene),C2,IL0 PCR 62C,C2,418.00,0.00
IL0 PCR Mix (Abgene),D2,IL0 PCR 62C,D2,418.00,0.00
IL0 PCR Mix (Abgene),E2,IL0 PCR 62C,E2,418.00,0.00
IL0 PCR Mix (Abgene),F2,IL0 PCR 62C,F2,418.00,0.00
IL0 PCR Mix (Abgene),G2,IL0 PCR 62C,G2,418.00,0.00
IL0 PCR Mix (Abgene),H2,IL0 PCR 62C,H2,418.00,0.00
IL0 PCR Mix (Abgene),A3,IL0 PCR 62C,A3,418.00,0.00
IL0 PCR Mix (Abgene),B3,IL0 PCR 62C,B3,418.00,0.00
IL0 PCR Mix (Abgene),C3,IL0 PCR 60C,C3,418.00,0.00
IL0 PCR Mix (Abgene),D3,IL0 PCR 60C,D3,418.00,0.00
IL0 PCR Mix (Abgene),E3,IL0 PCR 60C,E3,418.00,0.00
IL0 PCR Mix (Abgene),F3,IL0 PCR 60C,F3,418.00,0.00
IL0 PCR Mix (Abgene),G3,IL0 PCR 60C,G3,418.00,0.00
IL0 PCR Mix (Abgene),H3,IL0 PCR 60C,H3,418.00,0.00
IL0 PCR Mix (Abgene),A4,IL0 PCR 60C,A4,418.00,0.00
IL0 PCR Mix (Abgene),B4,IL0 PCR 60C,B4,418.00,0.00
IL0 PCR Mix (Abgene),C4,IL0 PCR 60C,C4,418.00,0.00
IL0 PCR Mix (Abgene),D4,IL0 PCR 62C,D4,418.00,0.00
IL0 PCR Mix (Abgene),E4,IL0 PCR 62C,E4,418.00,0.00
IL0 PCR Mix (Abgene),F4,IL0 PCR 62C,F4,418.00,0.00
IL0 PCR Mix (Abgene),G4,IL0 PCR 62C,G4,418.00,0.00
IL0 PCR Mix (Abgene),H4,IL0 PCR 62C,H4,418.00,0.00
IL0 PCR Mix (Abgene),A5,IL0 PCR 62C,A5,418.00,0.00
IL0 PCR Mix (Abgene),B5,IL0 PCR 62C,B5,418.00,0.00
IL0 PCR Mix (Abgene),C5,IL0 PCR 62C,C5,418.00,0.00
IL0 PCR Mix (Abgene),D5,IL0 PCR 62C,D5,418.00,0.00
IL0 PCR Mix (Abgene),E5,IL0 PCR 62C,E5,418.00,0.00
IL0 PCR Mix (Abgene),F5,IL0 PCR 62C,F5,418.00,0.00
IL0 PCR Mix (Abgene),G5,IL0 PCR 62C,G5,418.00,0.00
IL0 PCR Mix (Abgene),H5,IL0 PCR 62C,H5,418.00,0.00
IL0 PCR Mix (Abgene),A6,IL0 PCR 62C,A6,418.00,0.00
IL0 PCR Mix (Abgene),B6,IL0 PCR 62C,B6,418.00,0.00
IL0 PCR Mix (Abgene),C6,IL0 PCR 62C,C6,418.00,0.00
IL0 PCR Mix (Abgene),D6,IL0 PCR 62C,D6,418.00,0.00
IL0 PCR Mix (Abgene),E6,IL0 PCR 62C,E6,418.00,0.00
