Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
Source,A1,IL1 Norm,A1,3.92,6.08
Source,B1,IL1 Norm,B1,3.11,6.89
Source,C1,IL1 Norm,C1,3.13,6.87
Source,D1,IL1 Norm,D1,1.80,8.20
Source,E1,IL1 Norm,E1,2.80,7.20
Source,F1,IL1 Norm,F1,1.76,8.24
Source,G1,IL1 Norm,G1,2.72,7.28
Source,H1,IL1 Norm,H1,2.79,7.21
Source,A2,IL1 Norm,A2,1.80,8.20
Source,B2,IL1 Norm,B2,0.93,9.07
Source,C2,IL1 Norm,C2,1.26,8.74
Source,D2,IL1 Norm,D2,1.31,8.69
Source,E2,IL1 Norm,E2,0.79,9.21
Source,F2,IL1 Norm,F2,1.01,8.99
Source,G2,IL1 Norm,G2,0.83,9.17
Source,H2,IL1 Norm,H2,0.65,9.35
Source,A3,IL1 Norm,A3,0.68,9.32
Source,B3,IL1 Norm,B3,0.67,9.33
Source,C3,IL1 Norm,C3,1.12,8.88
Source,D3,IL1 Norm,D3,1.04,8.96
Source,E3,IL1 Norm,E3,0.90,9.10
Source,F3,IL1 Norm,F3,0.88,9.12
Source,G3,IL1 Norm,G3,0.87,9.13
Source,H3,IL1 Norm,H3,0.77,9.23
Source,A4,IL1 Norm,A4,0.64,9.36
Source,B4,IL1 Norm,B4,0.80,9.20
Source,C4,IL1 Norm,C4,0.70,9.30
Source,D4,IL1 Norm,D4,1.01,8.99
Source,E4,IL1 Norm,E4,0.72,9.28
Source,F4,IL1 Norm,F4,0.68,9.32
Source,G4,IL1 Norm,G4,0.66,9.34
Source,H4,IL1 Norm,H4,0.78,9.22
Source,A5,IL1 Norm,A5,0.70,9.30
Source,B5,IL1 Norm,B5,1.00,9.00
Source,C5,IL1 Norm,C5,0.69,9.31
Source,D5,IL1 Norm,D5,0.53,9.47
Source,F6,IL1 Norm,F6,1.75,8.25
Source,G6,IL1 Norm,G6,0.67,9.33
Source,H6,IL1 Norm,H6,0.64,9.36
Source,A7,IL1 Norm,A7,0.60,9.40
Source,B7,IL1 Norm,B7,0.62,9.38
Source,C7,IL1 Norm,C7,0.60,9.40
Source,D7,IL1 Norm,D7,0.52,9.48
Source,E7,IL1 Norm,E7,1.47,8.53
Source,F7,IL1 Norm,F7,0.47,9.53
Source,G7,IL1 Norm,G7,0.71,9.29
Source,H7,IL1 Norm,H7,0.67,9.33
Source,A8,IL1 Norm,A8,0.50,9.50
Source,B8,IL1 Norm,B8,0.55,9.45
Source,C8,IL1 Norm,C8,0.53,9.47
Source,D8,IL1 Norm,D8,0.57,9.43
Source,E8,IL1 Norm,E8,0.45,9.55
Source,F8,IL1 Norm,F8,0.42,9.58
Source,G8,IL1 Norm,G8,0.45,9.55
Source,H8,IL1 Norm,H8,2.06,7.94
Source,A9,IL1 Norm,A9,1.62,8.38
Source,B9,IL1 Norm,B9,1.59,8.41
Source,C9,IL1 Norm,C9,1.43,8.57
Source,D9,IL1 Norm,D9,1.35,8.65
Source,E9,IL1 Norm,E9,1.62,8.38
Source,F9,IL1 Norm,F9,1.34,8.66
Source,G9,IL1 Norm,G9,1.28,8.72
Source,H9,IL1 Norm,H9,1.29,8.71
