Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
IL1 PCR XP,A1,IL1 Norm,A1,7.93,14.07
IL1 PCR XP,B1,IL1 Norm,B1,7.59,14.41
IL1 PCR XP,C1,IL1 Norm,C1,8.61,13.39
IL1 PCR XP,D1,IL1 Norm,D1,7.95,14.05
IL1 PCR XP,E1,IL1 Norm,E1,6.93,15.07
IL1 PCR XP,F1,IL1 Norm,F1,9.40,12.60
IL1 PCR XP,G1,IL1 Norm,G1,7.48,14.52
IL1 PCR XP,H1,IL1 Norm,H1,6.11,15.89
IL1 PCR XP,A2,IL1 Norm,A2,6.97,15.03
IL1 PCR XP,B2,IL1 Norm,B2,22.00,0.00
IL1 PCR XP,C2,IL1 Norm,C2,9.64,12.36
IL1 PCR XP,D2,IL1 Norm,D2,22.00,0.00
IL1 PCR XP,E2,IL1 Norm,E2,22.00,0.00
IL1 PCR XP,F2,IL1 Norm,F2,22.00,0.00
IL1 PCR XP,G2,IL1 Norm,G2,22.00,0.00
IL1 PCR XP,H2,IL1 Norm,H2,22.00,0.00
IL1 PCR XP,A3,IL1 Norm,A3,22.00,0.00
IL1 PCR XP,B3,IL1 Norm,B3,22.00,0.00
IL1 PCR XP,C3,IL1 Norm,C3,22.00,0.00
IL1 PCR XP,D3,IL1 Norm,D3,22.00,0.00
IL1 PCR XP,E3,IL1 Norm,E3,22.00,0.00
IL1 PCR XP,F3,IL1 Norm,F3,22.00,0.00
IL1 PCR XP,G3,IL1 Norm,G3,22.00,0.00
IL1 PCR XP,H3,IL1 Norm,H3,22.00,0.00
IL1 PCR XP,A4,IL1 Norm,A4,2.84,19.16
IL1 PCR XP,B4,IL1 Norm,B4,3.08,18.92
IL1 PCR XP,C4,IL1 Norm,C4,5.46,16.54
IL1 PCR XP,D4,IL1 Norm,D4,2.78,19.22
IL1 PCR XP,E4,IL1 Norm,E4,2.47,19.53
IL1 PCR XP,F4,IL1 Norm,F4,2.43,19.57
IL1 PCR XP,G4,IL1 Norm,G4,2.88,19.12
IL1 PCR XP,H4,IL1 Norm,H4,2.48,19.52
IL1 PCR XP,A5,IL1 Norm,A5,3.10,18.90
IL1 PCR XP,B5,IL1 Norm,B5,6.15,15.85
IL1 PCR XP,C5,IL1 Norm,C5,7.40,14.60
IL1 PCR XP,D5,IL1 Norm,D5,2.41,19.59
IL1 PCR XP,E5,IL1 Norm,E5,2.77,19.23
IL1 PCR XP,F5,IL1 Norm,F5,2.62,19.38
IL1 PCR XP,G5,IL1 Norm,G5,3.17,18.83
IL1 PCR XP,H5,IL1 Norm,H5,1.92,20.08
IL1 PCR XP,A6,IL1 Norm,A6,2.59,19.41
IL1 PCR XP,B6,IL1 Norm,B6,1.68,20.32
IL1 PCR XP,C6,IL1 Norm,C6,1.89,20.11
IL1 PCR XP,D6,IL1 Norm,D6,2.46,19.54
IL1 PCR XP,E6,IL1 Norm,E6,2.33,19.67
IL1 PCR XP,F6,IL1 Norm,F6,1.63,20.37
IL1 PCR XP,G6,IL1 Norm,G6,2.22,19.78
IL1 PCR XP,H6,IL1 Norm,H6,2.21,19.79
IL1 PCR XP,A7,IL1 Norm,A7,8.40,13.60
IL1 PCR XP,B7,IL1 Norm,B7,7.15,14.85
IL1 PCR XP,C7,IL1 Norm,C7,9.17,12.83
IL1 PCR XP,D7,IL1 Norm,D7,4.22,17.78
IL1 PCR XP,E7,IL1 Norm,E7,5.43,16.57
IL1 PCR XP,F7,IL1 Norm,F7,5.68,16.32
IL1 PCR XP,G7,IL1 Norm,G7,3.27,18.73
IL1 PCR XP,H7,IL1 Norm,H7,3.79,18.21
IL1 PCR XP,A8,IL1 Norm,A8,5.58,16.42
IL1 PCR XP,B8,IL1 Norm,B8,5.99,16.01
IL1 PCR XP,C8,IL1 Norm,C8,4.23,17.77
IL1 PCR XP,D8,IL1 Norm,D8,2.88,19.12
IL1 PCR XP,E8,IL1 Norm,E8,22.00,0.00
IL1 PCR XP,F8,IL1 Norm,F8,22.00,0.00
