Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
IL1 PCR XP,A1,IL1 Norm,A1,2.68,19.32
IL1 PCR XP,B1,IL1 Norm,B1,2.13,19.87
IL1 PCR XP,C1,IL1 Norm,C1,3.12,18.88
IL1 PCR XP,D1,IL1 Norm,D1,2.66,19.34
IL1 PCR XP,E1,IL1 Norm,E1,1.05,20.95
IL1 PCR XP,F1,IL1 Norm,F1,1.36,20.64
IL1 PCR XP,G1,IL1 Norm,G1,1.35,20.65
IL1 PCR XP,H1,IL1 Norm,H1,1.92,20.08
IL1 PCR XP,A2,IL1 Norm,A2,4.26,17.74
IL1 PCR XP,B2,IL1 Norm,B2,3.47,18.53
IL1 PCR XP,C2,IL1 Norm,C2,2.62,19.38
IL1 PCR XP,D2,IL1 Norm,D2,2.60,19.40
IL1 PCR XP,E2,IL1 Norm,E2,1.73,20.27
IL1 PCR XP,F2,IL1 Norm,F2,1.15,20.85
IL1 PCR XP,G2,IL1 Norm,G2,1.12,20.88
IL1 PCR XP,H2,IL1 Norm,H2,0.93,21.07
IL1 PCR XP,A3,IL1 Norm,A3,0.81,21.19
IL1 PCR XP,B3,IL1 Norm,B3,1.16,20.84
IL1 PCR XP,C3,IL1 Norm,C3,1.23,20.77
IL1 PCR XP,D3,IL1 Norm,D3,1.20,20.80
IL1 PCR XP,E3,IL1 Norm,E3,1.93,20.07
IL1 PCR XP,F3,IL1 Norm,F3,1.35,20.65
IL1 PCR XP,G3,IL1 Norm,G3,1.74,20.26
IL1 PCR XP,H3,IL1 Norm,H3,2.09,19.91
IL1 PCR XP,A4,IL1 Norm,A4,1.98,20.02
IL1 PCR XP,B4,IL1 Norm,B4,3.96,18.04
IL1 PCR XP,C4,IL1 Norm,C4,5.56,16.44
IL1 PCR XP,D4,IL1 Norm,D4,2.34,19.66
IL1 PCR XP,E4,IL1 Norm,E4,1.91,20.09
IL1 PCR XP,F4,IL1 Norm,F4,2.12,19.88
IL1 PCR XP,G4,IL1 Norm,G4,1.36,20.64
IL1 PCR XP,H4,IL1 Norm,H4,0.85,21.15
IL1 PCR XP,A5,IL1 Norm,A5,2.73,19.27
IL1 PCR XP,B5,IL1 Norm,B5,1.44,20.56
IL1 PCR XP,C5,IL1 Norm,C5,0.94,21.06
IL1 PCR XP,D5,IL1 Norm,D5,2.65,19.35
IL1 PCR XP,E5,IL1 Norm,E5,2.19,19.81
IL1 PCR XP,F5,IL1 Norm,F5,1.03,20.97
IL1 PCR XP,G5,IL1 Norm,G5,0.97,21.03
IL1 PCR XP,H5,IL1 Norm,H5,1.20,20.80
IL1 PCR XP,A6,IL1 Norm,A6,1.25,20.75
IL1 PCR XP,B6,IL1 Norm,B6,1.21,20.79
IL1 PCR XP,C6,IL1 Norm,C6,2.17,19.83
IL1 PCR XP,D6,IL1 Norm,D6,2.04,19.96
IL1 PCR XP,E6,IL1 Norm,E6,2.74,19.26
IL1 PCR XP,F6,IL1 Norm,F6,22.00,0.00
IL1 PCR XP,G6,IL1 Norm,G6,22.00,0.00
IL1 PCR XP,H6,IL1 Norm,H6,22.00,0.00
IL1 PCR XP,A7,IL1 Norm,A7,22.00,0.00
IL1 PCR XP,B7,IL1 Norm,B7,22.00,0.00
IL1 PCR XP,C7,IL1 Norm,C7,22.00,0.00
IL1 PCR XP,D7,IL1 Norm,D7,22.00,0.00
IL1 PCR XP,E7,IL1 Norm,E7,22.00,0.00
IL1 PCR XP,F7,IL1 Norm,F7,22.00,0.00
