Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
IL1 PCR XP,A1,IL1 Norm,A1,5.32,16.68
IL1 PCR XP,B1,IL1 Norm,B1,3.48,18.52
IL1 PCR XP,C1,IL1 Norm,C1,7.47,14.53
IL1 PCR XP,D1,IL1 Norm,D1,3.33,18.67
IL1 PCR XP,E1,IL1 Norm,E1,3.57,18.43
IL1 PCR XP,F1,IL1 Norm,F1,2.02,19.98
IL1 PCR XP,G1,IL1 Norm,G1,2.34,19.66
IL1 PCR XP,H1,IL1 Norm,H1,4.28,17.72
IL1 PCR XP,A2,IL1 Norm,A2,1.88,20.12
IL1 PCR XP,B2,IL1 Norm,B2,1.71,20.29
IL1 PCR XP,C2,IL1 Norm,C2,1.21,20.79
IL1 PCR XP,D2,IL1 Norm,D2,1.42,20.58
IL1 PCR XP,E2,IL1 Norm,E2,1.04,20.96
IL1 PCR XP,F2,IL1 Norm,F2,1.30,20.70
IL1 PCR XP,G2,IL1 Norm,G2,1.01,20.99
IL1 PCR XP,H2,IL1 Norm,H2,1.10,20.90
IL1 PCR XP,A3,IL1 Norm,A3,0.87,21.13
IL1 PCR XP,B3,IL1 Norm,B3,1.12,20.88
IL1 PCR XP,C3,IL1 Norm,C3,1.51,20.49
IL1 PCR XP,D3,IL1 Norm,D3,1.36,20.64
IL1 PCR XP,E3,IL1 Norm,E3,1.56,20.44
IL1 PCR XP,F3,IL1 Norm,F3,1.45,20.55
IL1 PCR XP,G3,IL1 Norm,G3,1.20,20.80
IL1 PCR XP,H3,IL1 Norm,H3,1.27,20.73
IL1 PCR XP,A4,IL1 Norm,A4,1.41,20.59
IL1 PCR XP,B4,IL1 Norm,B4,1.63,20.37
IL1 PCR XP,C4,IL1 Norm,C4,1.27,20.73
IL1 PCR XP,D4,IL1 Norm,D4,10.85,11.15
IL1 PCR XP,E4,IL1 Norm,E4,4.08,17.92
IL1 PCR XP,F4,IL1 Norm,F4,2.71,19.29
IL1 PCR XP,G4,IL1 Norm,G4,6.21,15.79
IL1 PCR XP,H4,IL1 Norm,H4,5.71,16.29
IL1 PCR XP,A5,IL1 Norm,A5,1.19,20.81
IL1 PCR XP,B5,IL1 Norm,B5,1.44,20.56
IL1 PCR XP,C5,IL1 Norm,C5,1.06,20.94
IL1 PCR XP,D5,IL1 Norm,D5,0.99,21.01
IL1 PCR XP,E5,IL1 Norm,E5,1.00,21.00
IL1 PCR XP,F5,IL1 Norm,F5,1.08,20.92
IL1 PCR XP,G5,IL1 Norm,G5,0.69,21.31
IL1 PCR XP,H5,IL1 Norm,H5,0.85,21.15
IL1 PCR XP,A6,IL1 Norm,A6,0.77,21.23
IL1 PCR XP,B6,IL1 Norm,B6,0.75,21.25
IL1 PCR XP,C6,IL1 Norm,C6,0.69,21.31
IL1 PCR XP,D6,IL1 Norm,D6,0.68,21.32
IL1 PCR XP,E6,IL1 Norm,E6,0.68,21.32
IL1 PCR XP,F6,IL1 Norm,F6,2.28,19.72
IL1 PCR XP,G6,IL1 Norm,G6,1.51,20.49
IL1 PCR XP,H6,IL1 Norm,H6,1.36,20.64
IL1 PCR XP,A7,IL1 Norm,A7,1.45,20.55
IL1 PCR XP,B7,IL1 Norm,B7,1.51,20.49
IL1 PCR XP,C7,IL1 Norm,C7,1.36,20.64
IL1 PCR XP,D7,IL1 Norm,D7,1.94,20.06
IL1 PCR XP,E7,IL1 Norm,E7,1.57,20.43
IL1 PCR XP,F7,IL1 Norm,F7,1.67,20.33
