Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
IL1 PCR XP,A1,IL1 Norm,A1,6.11,15.89
IL1 PCR XP,B1,IL1 Norm,B1,2.12,19.88
IL1 PCR XP,C1,IL1 Norm,C1,4.44,17.56
IL1 PCR XP,D1,IL1 Norm,D1,22.00,0.00
IL1 PCR XP,E1,IL1 Norm,E1,22.00,0.00
IL1 PCR XP,F1,IL1 Norm,F1,22.00,0.00
IL1 PCR XP,G1,IL1 Norm,G1,22.00,0.00
IL1 PCR XP,H1,IL1 Norm,H1,22.00,0.00
IL1 PCR XP,A2,IL1 Norm,A2,0.82,21.18
IL1 PCR XP,B2,IL1 Norm,B2,1.20,20.80
IL1 PCR XP,C2,IL1 Norm,C2,1.12,20.88
IL1 PCR XP,D2,IL1 Norm,D2,0.98,21.02
IL1 PCR XP,E2,IL1 Norm,E2,0.94,21.06
IL1 PCR XP,F2,IL1 Norm,F2,0.92,21.08
IL1 PCR XP,G2,IL1 Norm,G2,0.95,21.05
IL1 PCR XP,H2,IL1 Norm,H2,0.87,21.13
IL1 PCR XP,A3,IL1 Norm,A3,0.85,21.15
IL1 PCR XP,B3,IL1 Norm,B3,0.93,21.07
IL1 PCR XP,C3,IL1 Norm,C3,13.33,8.67
IL1 PCR XP,D3,IL1 Norm,D3,6.55,15.45
IL1 PCR XP,E3,IL1 Norm,E3,9.03,12.97
IL1 PCR XP,F3,IL1 Norm,F3,6.81,15.19
IL1 PCR XP,G3,IL1 Norm,G3,6.99,15.01
IL1 PCR XP,H3,IL1 Norm,H3,8.30,13.70
IL1 PCR XP,A4,IL1 Norm,A4,9.37,12.63
IL1 PCR XP,B4,IL1 Norm,B4,7.35,14.65
IL1 PCR XP,C4,IL1 Norm,C4,7.89,14.11
IL1 PCR XP,D4,IL1 Norm,D4,5.49,16.51
IL1 PCR XP,E4,IL1 Norm,E4,3.42,18.58
IL1 PCR XP,F4,IL1 Norm,F4,1.27,20.73
IL1 PCR XP,G4,IL1 Norm,G4,1.38,20.62
IL1 PCR XP,H4,IL1 Norm,H4,1.59,20.41
IL1 PCR XP,A5,IL1 Norm,A5,1.27,20.73
IL1 PCR XP,B5,IL1 Norm,B5,1.28,20.72
IL1 PCR XP,C5,IL1 Norm,C5,1.29,20.71
IL1 PCR XP,D5,IL1 Norm,D5,0.97,21.03
IL1 PCR XP,E5,IL1 Norm,E5,10.62,11.38
IL1 PCR XP,F5,IL1 Norm,F5,11.88,10.12
IL1 PCR XP,G5,IL1 Norm,G5,5.30,16.70
IL1 PCR XP,H5,IL1 Norm,H5,2.50,19.50
IL1 PCR XP,A6,IL1 Norm,A6,0.95,21.05
IL1 PCR XP,B6,IL1 Norm,B6,1.90,20.10
IL1 PCR XP,C6,IL1 Norm,C6,1.47,20.53
IL1 PCR XP,D6,IL1 Norm,D6,1.16,20.84
IL1 PCR XP,E6,IL1 Norm,E6,1.34,20.66
