Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
IL1 PCR XP,A1,IL1 Norm,A1,0.95,21.05
IL1 PCR XP,B1,IL1 Norm,B1,0.97,21.03
IL1 PCR XP,C1,IL1 Norm,C1,1.02,20.98
IL1 PCR XP,D1,IL1 Norm,D1,0.81,21.19
IL1 PCR XP,E1,IL1 Norm,E1,0.74,21.26
IL1 PCR XP,F1,IL1 Norm,F1,0.86,21.14
IL1 PCR XP,G1,IL1 Norm,G1,0.76,21.24
IL1 PCR XP,H1,IL1 Norm,H1,0.66,21.34
IL1 PCR XP,A2,IL1 Norm,A2,0.69,21.31
IL1 PCR XP,B2,IL1 Norm,B2,0.80,21.20
IL1 PCR XP,C2,IL1 Norm,C2,0.86,21.14
IL1 PCR XP,D2,IL1 Norm,D2,0.97,21.03
IL1 PCR XP,E2,IL1 Norm,E2,0.71,21.29
IL1 PCR XP,F2,IL1 Norm,F2,0.83,21.17
IL1 PCR XP,G2,IL1 Norm,G2,0.74,21.26
IL1 PCR XP,H2,IL1 Norm,H2,0.71,21.29
IL1 PCR XP,A3,IL1 Norm,A3,0.75,21.25
IL1 PCR XP,B3,IL1 Norm,B3,0.76,21.24
IL1 PCR XP,C3,IL1 Norm,C3,3.58,18.42
IL1 PCR XP,D3,IL1 Norm,D3,1.15,20.85
IL1 PCR XP,E3,IL1 Norm,E3,1.32,20.68
IL1 PCR XP,F3,IL1 Norm,F3,0.99,21.01
IL1 PCR XP,G3,IL1 Norm,G3,1.15,20.85
IL1 PCR XP,H3,IL1 Norm,H3,0.93,21.07
IL1 PCR XP,A4,IL1 Norm,A4,0.99,21.01
IL1 PCR XP,B4,IL1 Norm,B4,1.08,20.92
IL1 PCR XP,C4,IL1 Norm,C4,0.93,21.07
IL1 PCR XP,D4,IL1 Norm,D4,22.00,0.00
IL1 PCR XP,E4,IL1 Norm,E4,22.00,0.00
IL1 PCR XP,F4,IL1 Norm,F4,22.00,0.00
IL1 PCR XP,G4,IL1 Norm,G4,22.00,0.00
IL1 PCR XP,H4,IL1 Norm,H4,22.00,0.00
IL1 PCR XP,A5,IL1 Norm,A5,7.71,14.29
IL1 PCR XP,B5,IL1 Norm,B5,22.00,0.00
IL1 PCR XP,C5,IL1 Norm,C5,22.00,0.00
IL1 PCR XP,D5,IL1 Norm,D5,3.42,18.58
IL1 PCR XP,E5,IL1 Norm,E5,22.00,0.00
IL1 PCR XP,F5,IL1 Norm,F5,22.00,0.00
IL1 PCR XP,G5,IL1 Norm,G5,22.00,0.00
IL1 PCR XP,H5,IL1 Norm,H5,22.00,0.00
IL1 PCR XP,A6,IL1 Norm,A6,22.00,0.00
IL1 PCR XP,B6,IL1 Norm,B6,22.00,0.00
IL1 PCR XP,C6,IL1 Norm,C6,22.00,0.00
IL1 PCR XP,D6,IL1 Norm,D6,22.00,0.00
IL1 PCR XP,E6,IL1 Norm,E6,22.00,0.00
IL1 PCR XP,F6,IL1 Norm,F6,22.00,0.00
IL1 PCR XP,G6,IL1 Norm,G6,22.00,0.00
IL1 PCR XP,H6,IL1 Norm,H6,22.00,0.00
IL1 PCR XP,A7,IL1 Norm,A7,22.00,0.00
IL1 PCR XP,B7,IL1 Norm,B7,22.00,0.00
IL1 PCR XP,C7,IL1 Norm,C7,22.00,0.00
IL1 PCR XP,D7,IL1 Norm,D7,22.00,0.00
IL1 PCR XP,E7,IL1 Norm,E7,22.00,0.00
IL1 PCR XP,F7,IL1 Norm,F7,22.00,0.00
IL1 PCR XP,G7,IL1 Norm,G7,22.00,0.00
IL1 PCR XP,H7,IL1 Norm,H7,22.00,0.00
IL1 PCR XP,A8,IL1 Norm,A8,22.00,0.00
IL1 PCR XP,B8,IL1 Norm,B8,22.00,0.00
IL1 PCR XP,C8,IL1 Norm,C8,22.00,0.00
IL1 PCR XP,D8,IL1 Norm,D8,22.00,0.00
IL1 PCR XP,E8,IL1 Norm,E8,22.00,0.00
IL1 PCR XP,F8,IL1 Norm,F8,22.00,0.00
IL1 PCR XP,G8,IL1 Norm,G8,22.00,0.00
IL1 PCR XP,H8,IL1 Norm,H8,22.00,0.00
IL1 PCR XP,A9,IL1 Norm,A9,22.00,0.00
IL1 PCR XP,B9,IL1 Norm,B9,22.00,0.00
IL1 PCR XP,C9,IL1 Norm,C9,22.00,0.00
IL1 PCR XP,D9,IL1 Norm,D9,22.00,0.00
IL1 PCR XP,E9,IL1 Norm,E9,22.00,0.00
IL1 PCR XP,F9,IL1 Norm,F9,22.00,0.00
IL1 PCR XP,G9,IL1 Norm,G9,22.00,0.00
IL1 PCR XP,H9,IL1 Norm,H9,22.00,0.00
IL1 PCR XP,A10,IL1 Norm,A10,22.00,0.00
IL1 PCR XP,B10,IL1 Norm,B10,22.00,0.00
IL1 PCR XP,C10,IL1 Norm,C10,22.00,0.00
IL1 PCR XP,D10,IL1 Norm,D10,22.00,0.00
IL1 PCR XP,E10,IL1 Norm,E10,22.00,0.00
IL1 PCR XP,F10,IL1 Norm,F10,22.00,0.00
