Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
IL1 PCR Mix,A1,IL1 PCR 58C,A1,50.00,0.00
IL1 PCR Mix,B1,IL1 PCR 58C,B1,50.00,0.00
IL1 PCR Mix,C1,IL1 PCR 58C,C1,50.00,0.00
IL1 PCR Mix,D1,IL1 PCR 58C,D1,50.00,0.00
IL1 PCR Mix,E1,IL1 PCR 58C,E1,50.00,0.00
IL1 PCR Mix,F1,IL1 PCR 58C,F1,50.00,0.00
IL1 PCR Mix,G1,IL1 PCR 58C,G1,50.00,0.00
IL1 PCR Mix,H1,IL1 PCR 58C,H1,50.00,0.00
IL1 PCR Mix,A2,IL1 PCR 58C,A2,50.00,0.00
IL1 PCR Mix,B2,IL1 PCR 58C,B2,50.00,0.00
IL1 PCR Mix,C2,IL1 PCR 58C,C2,50.00,0.00
IL1 PCR Mix,D2,IL1 PCR 58C,D2,50.00,0.00
IL1 PCR Mix,E2,IL1 PCR 58C,E2,50.00,0.00
IL1 PCR Mix,F2,IL1 PCR 58C,F2,50.00,0.00
IL1 PCR Mix,G2,IL1 PCR 58C,G2,50.00,0.00
IL1 PCR Mix,H2,IL1 PCR 58C,H2,50.00,0.00
IL1 PCR Mix,A3,IL1 PCR 58C,A3,50.00,0.00
IL1 PCR Mix,B3,IL1 PCR 58C,B3,50.00,0.00
IL1 PCR Mix,C3,IL1 PCR 58C,C3,50.00,0.00
IL1 PCR Mix,D3,IL1 PCR 58C,D3,50.00,0.00
IL1 PCR Mix,E3,IL1 PCR 58C,E3,50.00,0.00
IL1 PCR Mix,F3,IL1 PCR 58C,F3,50.00,0.00
IL1 PCR Mix,G3,IL1 PCR 58C,G3,50.00,0.00
IL1 PCR Mix,H3,IL1 PCR 58C,H3,50.00,0.00
IL1 PCR Mix,A4,IL1 PCR 58C,A4,50.00,0.00
IL1 PCR Mix,B4,IL1 PCR 58C,B4,50.00,0.00
IL1 PCR Mix,C4,IL1 PCR 58C,C4,50.00,0.00
IL1 PCR Mix,D4,IL1 PCR 58C,D4,50.00,0.00
IL1 PCR Mix,E4,IL1 PCR 58C,E4,50.00,0.00
IL1 PCR Mix,F4,IL1 PCR 58C,F4,50.00,0.00
IL1 PCR Mix,G4,IL1 PCR 58C,G4,50.00,0.00
IL1 PCR Mix,H4,IL1 PCR 58C,H4,50.00,0.00
IL1 PCR Mix,A5,IL1 PCR 58C,A5,50.00,0.00
IL1 PCR Mix,B5,IL1 PCR 58C,B5,50.00,0.00
IL1 PCR Mix,C5,IL1 PCR 58C,C5,50.00,0.00
IL1 PCR Mix,D5,IL1 PCR 58C,D5,50.00,0.00
IL1 PCR Mix,E5,IL1 PCR 58C,E5,50.00,0.00
IL1 PCR Mix,F5,IL1 PCR 58C,F5,50.00,0.00
IL1 PCR Mix,G5,IL1 PCR 58C,G5,50.00,0.00
IL1 PCR Mix,H5,IL1 PCR 58C,H5,50.00,0.00
IL1 PCR Mix,A6,IL1 PCR 58C,A6,50.00,0.00
IL1 PCR Mix,B6,IL1 PCR 58C,B6,50.00,0.00
IL1 PCR Mix,C6,IL1 PCR 58C,C6,50.00,0.00
IL1 PCR Mix,D6,IL1 PCR 58C,D6,50.00,0.00
IL1 PCR Mix,E6,IL1 PCR 58C,E6,50.00,0.00
IL1 PCR Mix,F6,IL1 PCR 58C,F6,50.00,0.00
IL1 PCR Mix,G6,IL1 PCR 58C,G6,50.00,0.00
IL1 PCR Mix,H6,IL1 PCR 58C,H6,50.00,0.00
IL1 PCR Mix,A7,IL1 PCR 58C,A7,50.00,0.00
IL1 PCR Mix,B7,IL1 PCR 58C,B7,50.00,0.00
IL1 PCR Mix,C7,IL1 PCR 58C,C7,50.00,0.00
IL1 PCR Mix,D7,IL1 PCR 58C,D7,50.00,0.00
IL1 PCR Mix,E7,IL1 PCR 58C,E7,50.00,0.00
IL1 PCR Mix,F7,IL1 PCR 58C,F7,50.00,0.00
IL1 PCR Mix,G7,IL1 PCR 58C,G7,50.00,0.00
IL1 PCR Mix,H7,IL1 PCR 58C,H7,50.00,0.00
IL1 PCR Mix,A8,IL1 PCR 58C,A8,50.00,0.00
IL1 PCR Mix,B8,IL1 PCR 58C,B8,50.00,0.00
IL1 PCR Mix,C8,IL1 PCR 58C,C8,50.00,0.00
IL1 PCR Mix,D8,IL1 PCR 58C,D8,50.00,0.00
IL1 PCR Mix,E8,IL1 PCR C,E8,50.00,0.00
IL1 PCR Mix,F8,IL1 PCR C,F8,50.00,0.00
