Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
IL1 PCR XP,A1,IL1 Norm,A1,1.68,20.32
IL1 PCR XP,B1,IL1 Norm,B1,1.51,20.49
IL1 PCR XP,C1,IL1 Norm,C1,1.56,20.44
IL1 PCR XP,D1,IL1 Norm,D1,1.02,20.98
IL1 PCR XP,E1,IL1 Norm,E1,1.62,20.38
IL1 PCR XP,F1,IL1 Norm,F1,1.65,20.35
IL1 PCR XP,G1,IL1 Norm,G1,1.14,20.86
IL1 PCR XP,H1,IL1 Norm,H1,1.41,20.59
IL1 PCR XP,A2,IL1 Norm,A2,1.11,20.89
IL1 PCR XP,B2,IL1 Norm,B2,1.59,20.41
IL1 PCR XP,C2,IL1 Norm,C2,2.81,19.19
IL1 PCR XP,D2,IL1 Norm,D2,2.33,19.67
IL1 PCR XP,E2,IL1 Norm,E2,1.39,20.61
IL1 PCR XP,F2,IL1 Norm,F2,1.72,20.28
IL1 PCR XP,G2,IL1 Norm,G2,1.65,20.35
IL1 PCR XP,H2,IL1 Norm,H2,1.04,20.96
IL1 PCR XP,A3,IL1 Norm,A3,1.34,20.66
IL1 PCR XP,B3,IL1 Norm,B3,1.53,20.47
IL1 PCR XP,C3,IL1 Norm,C3,2.07,19.93
IL1 PCR XP,D3,IL1 Norm,D3,1.39,20.61
IL1 PCR XP,E3,IL1 Norm,E3,1.39,20.61
IL1 PCR XP,F3,IL1 Norm,F3,1.16,20.84
IL1 PCR XP,G3,IL1 Norm,G3,1.61,20.39
IL1 PCR XP,H3,IL1 Norm,H3,1.87,20.13
IL1 PCR XP,A4,IL1 Norm,A4,1.62,20.38
IL1 PCR XP,B4,IL1 Norm,B4,1.39,20.61
IL1 PCR XP,C4,IL1 Norm,C4,1.53,20.47
IL1 PCR XP,D4,IL1 Norm,D4,1.93,20.07
IL1 PCR XP,E4,IL1 Norm,E4,1.98,20.02
IL1 PCR XP,F4,IL1 Norm,F4,2.37,19.63
IL1 PCR XP,G4,IL1 Norm,G4,2.27,19.73
IL1 PCR XP,H4,IL1 Norm,H4,3.02,18.98
IL1 PCR XP,A5,IL1 Norm,A5,2.11,19.89
IL1 PCR XP,B5,IL1 Norm,B5,2.62,19.38
IL1 PCR XP,C5,IL1 Norm,C5,1.55,20.45
IL1 PCR XP,D5,IL1 Norm,D5,1.78,20.22
IL1 PCR XP,E5,IL1 Norm,E5,1.46,20.54
IL1 PCR XP,F5,IL1 Norm,F5,3.02,18.98
IL1 PCR XP,G5,IL1 Norm,G5,2.75,19.25
IL1 PCR XP,H5,IL1 Norm,H5,1.83,20.17
IL1 PCR XP,A6,IL1 Norm,A6,2.81,19.19
IL1 PCR XP,B6,IL1 Norm,B6,2.22,19.78
IL1 PCR XP,C6,IL1 Norm,C6,1.68,20.32
IL1 PCR XP,D6,IL1 Norm,D6,2.29,19.71
IL1 PCR XP,E6,IL1 Norm,E6,2.19,19.81
IL1 PCR XP,F6,IL1 Norm,F6,7.34,14.66
IL1 PCR XP,G6,IL1 Norm,G6,7.24,14.76
IL1 PCR XP,H6,IL1 Norm,H6,8.76,13.24
IL1 PCR XP,A7,IL1 Norm,A7,3.44,18.56
IL1 PCR XP,B7,IL1 Norm,B7,7.31,14.69
IL1 PCR XP,C7,IL1 Norm,C7,4.64,17.36
IL1 PCR XP,D7,IL1 Norm,D7,4.02,17.98
IL1 PCR XP,E7,IL1 Norm,E7,7.72,14.28
IL1 PCR XP,F7,IL1 Norm,F7,3.36,18.64
IL1 PCR XP,G7,IL1 Norm,G7,2.29,19.71
IL1 PCR XP,H7,IL1 Norm,H7,2.18,19.82
IL1 PCR XP,A8,IL1 Norm,A8,2.06,19.94
IL1 PCR XP,B8,IL1 Norm,B8,1.28,20.72
IL1 PCR XP,C8,IL1 Norm,C8,1.46,20.54
IL1 PCR XP,D8,IL1 Norm,D8,1.55,20.45
IL1 PCR XP,E8,IL1 Norm,E8,1.19,20.81
IL1 PCR XP,F8,IL1 Norm,F8,1.53,20.47
IL1 PCR XP,G8,IL1 Norm,G8,1.15,20.85
