Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
Group51_PCR_1,A1,IL0 PCR Mix_2,A1,343,0
Group51_PCR_1,B1,IL0 PCR Mix_2,B1,303,0
Group51_PCR_1,C1,IL0 PCR Mix_3,C1,27,0
Group51_PCR_1,D1,IL0 PCR Mix_3,D1,45,0
Group51_PCR_1,E1,IL0 PCR Mix_2,E1,249,0
Group51_PCR_1,F1,IL0 PCR Mix_2,F1,208,0
Group51_PCR_1,G1,IL0 PCR Mix_2,G1,136,0
Group51_PCR_1,H1,IL0 PCR Mix_2,H1,80,0
Group51_PCR_1,A2,IL0 PCR Mix_1,A2,320,0
Group51_PCR_1,B2,IL0 PCR Mix_2,B2,32,0
Group51_PCR_1,C2,IL0 PCR Mix_3,C2,343,0
Group51_PCR_1,D2,IL0 PCR Mix_2,D2,410,0
Group51_PCR_1,E2,IL0 PCR Mix_3,E2,218,0
Group51_PCR_1,F2,IL0 PCR Mix_1,F2,141,0
Group51_PCR_1,G2,IL0 PCR Mix_2,G2,342,0
Group51_PCR_1,H2,IL0 PCR Mix_3,H2,342,0
Group51_PCR_1,A3,IL0 PCR Mix_3,A3,23,0
Group51_PCR_1,B3,IL0 PCR Mix_3,B3,95,0
Group51_PCR_1,C3,IL0 PCR Mix_3,C3,99,0
Group51_PCR_1,D3,IL0 PCR Mix_1,D3,305,0
Group51_PCR_1,E3,IL0 PCR Mix_3,E3,404,0
Group51_PCR_1,F3,IL0 PCR Mix_1,F3,206,0
Group51_PCR_1,G3,IL0 PCR Mix_3,G3,419,0
Group51_PCR_1,H3,IL0 PCR Mix_3,H3,282,0
Group51_PCR_1,A4,IL0 PCR Mix_3,A4,38,0
Group51_PCR_1,B4,IL0 PCR Mix_3,B4,20,0
Group51_PCR_1,C4,IL0 PCR Mix_3,C4,313,0
Group51_PCR_1,D4,IL0 PCR Mix_2,D4,22,0
Group51_PCR_1,E4,IL0 PCR Mix_1,E4,323,0
Group51_PCR_1,F4,IL0 PCR Mix_1,F4,65,0
Group51_PCR_1,G4,IL0 PCR Mix_1,G4,180,0
Group51_PCR_1,H4,IL0 PCR Mix_3,H4,40,0
Group51_PCR_1,A5,IL0 PCR Mix_3,A5,236,0
Group51_PCR_1,B5,IL0 PCR Mix_1,B5,151,0
Group51_PCR_1,C5,IL0 PCR Mix_3,C5,35,0
Group51_PCR_1,D5,IL0 PCR Mix_3,D5,32,0
Group51_PCR_1,E5,IL0 PCR Mix_2,E5,326,0
Group51_PCR_1,F5,IL0 PCR Mix_2,F5,369,0
Group51_PCR_1,G5,IL0 PCR Mix_1,G5,372,0
Group51_PCR_1,H5,IL0 PCR Mix_3,H5,352,0
Group51_PCR_1,A6,IL0 PCR Mix_3,A6,235,0
Group51_PCR_1,B6,IL0 PCR Mix_1,B6,30,0
Group51_PCR_1,C6,IL0 PCR Mix_3,C6,24,0
Group51_PCR_1,D6,IL0 PCR Mix_3,D6,48,0
Group51_PCR_1,E6,IL0 PCR Mix_3,E6,37,0
Group51_PCR_1,F6,IL0 PCR Mix_1,F6,300,0
Group51_PCR_1,G6,IL0 PCR Mix_1,G6,43,0
Group51_PCR_1,H6,IL0 PCR Mix_1,H6,45,0
Group51_PCR_1,A7,IL0 PCR Mix_3,A7,115,0
Group51_PCR_1,B7,IL0 PCR Mix_3,B7,37,0
