Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
Group51_PCR_1,A1,IL0 PCR Mix_2,A1,50,0
Group51_PCR_2,B1,IL0 PCR Mix_1,B1,50,0
Group51_PCR_3,C1,IL0 PCR Mix_3,C1,50,0
Group51_PCR_2,D1,IL0 PCR Mix_3,D1,50,0
Group51_PCR_2,E1,IL0 PCR Mix_2,E1,50,0
Group51_PCR_1,F1,IL0 PCR Mix_2,F1,50,0
Group51_PCR_1,G1,IL0 PCR Mix_2,G1,50,0
Group51_PCR_1,H1,IL0 PCR Mix_3,H1,50,0
Group51_PCR_1,A2,IL0 PCR Mix_1,A2,50,0
Group51_PCR_2,B2,IL0 PCR Mix_3,B2,50,0
Group51_PCR_3,C2,IL0 PCR Mix_2,C2,50,0
Group51_PCR_2,D2,IL0 PCR Mix_3,D2,50,0
Group51_PCR_2,E2,IL0 PCR Mix_2,E2,50,0
Group51_PCR_1,F2,IL0 PCR Mix_3,F2,50,0
Group51_PCR_3,G2,IL0 PCR Mix_3,G2,50,0
Group51_PCR_1,H2,IL0 PCR Mix_2,H2,50,0
Group51_PCR_1,A3,IL0 PCR Mix_1,A3,50,0
Group51_PCR_2,B3,IL0 PCR Mix_2,B3,50,0
Group51_PCR_1,C3,IL0 PCR Mix_2,C3,50,0
Group51_PCR_1,D3,IL0 PCR Mix_2,D3,50,0
Group51_PCR_3,E3,IL0 PCR Mix_1,E3,50,0
Group51_PCR_3,F3,IL0 PCR Mix_3,F3,50,0
Group51_PCR_1,G3,IL0 PCR Mix_1,G3,50,0
Group51_PCR_3,H3,IL0 PCR Mix_1,H3,50,0
Group51_PCR_3,A4,IL0 PCR Mix_3,A4,50,0
Group51_PCR_2,B4,IL0 PCR Mix_2,B4,50,0
Group51_PCR_2,C4,IL0 PCR Mix_3,C4,50,0
Group51_PCR_3,D4,IL0 PCR Mix_3,D4,50,0
Group51_PCR_1,E4,IL0 PCR Mix_2,E4,50,0
Group51_PCR_3,F4,IL0 PCR Mix_2,F4,50,0
Group51_PCR_1,G4,IL0 PCR Mix_1,G4,50,0
Group51_PCR_1,H4,IL0 PCR Mix_3,H4,50,0
Group51_PCR_2,A5,IL0 PCR Mix_2,A5,50,0
Group51_PCR_3,B5,IL0 PCR Mix_3,B5,50,0
Group51_PCR_1,C5,IL0 PCR Mix_1,C5,50,0
Group51_PCR_2,D5,IL0 PCR Mix_1,D5,50,0
Group51_PCR_2,E5,IL0 PCR Mix_1,E5,50,0
Group51_PCR_1,F5,IL0 PCR Mix_1,F5,50,0
Group51_PCR_3,G5,IL0 PCR Mix_2,G5,50,0
Group51_PCR_1,H5,IL0 PCR Mix_2,H5,50,0
Group51_PCR_1,A6,IL0 PCR Mix_3,A6,50,0
Group51_PCR_1,B6,IL0 PCR Mix_2,B6,50,0
Group51_PCR_3,C6,IL0 PCR Mix_1,C6,50,0
Group51_PCR_1,D6,IL0 PCR Mix_1,D6,50,0
Group51_PCR_2,E6,IL0 PCR Mix_3,E6,50,0
Group51_PCR_3,F6,IL0 PCR Mix_1,F6,50,0
Group51_PCR_3,G6,IL0 PCR Mix_1,G6,50,0
Group51_PCR_1,H6,IL0 PCR Mix_2,H6,50,0
Group51_PCR_1,A7,IL0 PCR Mix_1,A7,50,0
