Source Label,Source Position,Destination Label,Destination Position,Sample Volume,Diluent Volume
Group51_PCR_2,A1,IL0 PCR Mix_1,A1,327,0
Group51_PCR_1,B1,IL0 PCR Mix_1,B1,176,0
Group51_PCR_3,C1,IL0 PCR Mix_1,C1,414,0
Group51_PCR_2,D1,IL0 PCR Mix_1,D1,343,0
Group51_PCR_5,E1,IL0 PCR Mix_1,E1,237,0
Group51_PCR_4,F1,IL0 PCR Mix_1,F1,378,0
Group51_PCR_4,G1,IL0 PCR Mix_1,G1,106,0
Group51_PCR_2,H1,IL0 PCR Mix_1,H1,315,0
Group51_PCR_3,A2,IL0 PCR Mix_1,A2,336,0
Group51_PCR_5,B2,IL0 PCR Mix_1,B2,183,0
Group51_PCR_2,C2,IL0 PCR Mix_1,C2,273,0
Group51_PCR_5,D2,IL0 PCR Mix_1,D2,418,0
Group51_PCR_4,E2,IL0 PCR Mix_1,E2,248,0
Group51_PCR_2,F2,IL0 PCR Mix_1,F2,64,0
Group51_PCR_5,G2,IL0 PCR Mix_1,G2,151,0
Group51_PCR_2,H2,IL0 PCR Mix_1,H2,390,0
Group51_PCR_2,A3,IL0 PCR Mix_1,A3,49,0
Group51_PCR_1,B3,IL0 PCR Mix_1,B3,29,0
Group51_PCR_2,C3,IL0 PCR Mix_1,C3,24,0
Group51_PCR_4,D3,IL0 PCR Mix_1,D3,383,0
Group51_PCR_4,E3,IL0 PCR Mix_1,E3,363,0
Group51_PCR_2,F3,IL0 PCR Mix_1,F3,220,0
Group51_PCR_1,G3,IL0 PCR Mix_1,G3,352,0
Group51_PCR_4,H3,IL0 PCR Mix_1,H3,404,0
Group51_PCR_5,A4,IL0 PCR Mix_1,A4,363,0
Group51_PCR_5,B4,IL0 PCR Mix_1,B4,69,0
Group51_PCR_1,C4,IL0 PCR Mix_1,C4,338,0
Group51_PCR_4,D4,IL0 PCR Mix_1,D4,33,0
Group51_PCR_5,E4,IL0 PCR Mix_1,E4,388,0
Group51_PCR_3,F4,IL0 PCR Mix_1,F4,228,0
Group51_PCR_3,G4,IL0 PCR Mix_1,G4,42,0
Group51_PCR_4,H4,IL0 PCR Mix_1,H4,410,0
Group51_PCR_3,A5,IL0 PCR Mix_1,A5,380,0
Group51_PCR_2,B5,IL0 PCR Mix_1,B5,28,0
Group51_PCR_1,C5,IL0 PCR Mix_1,C5,334,0
Group51_PCR_1,D5,IL0 PCR Mix_1,D5,138,0
Group51_PCR_5,E5,IL0 PCR Mix_1,E5,45,0
Group51_PCR_5,F5,IL0 PCR Mix_1,F5,360,0
Group51_PCR_3,G5,IL0 PCR Mix_1,G5,37,0
Group51_PCR_1,H5,IL0 PCR Mix_1,H5,217,0
Group51_PCR_3,A6,IL0 PCR Mix_1,A6,34,0
Group51_PCR_4,B6,IL0 PCR Mix_1,B6,183,0
Group51_PCR_5,C6,IL0 PCR Mix_1,C6,205,0
Group51_PCR_1,D6,IL0 PCR Mix_1,D6,46,0
Group51_PCR_2,E6,IL0 PCR Mix_1,E6,156,0
Group51_PCR_5,F6,IL0 PCR Mix_1,F6,132,0
Group51_PCR_5,G6,IL0 PCR Mix_1,G6,224,0
Group51_PCR_3,H6,IL0 PCR Mix_1,H6,52,0
Group51_PCR_2,A7,IL0 PCR Mix_1,A7,392,0
Group51_PCR_3,B7,IL0 PCR Mix_1,B7,46,0
Group51_PCR_1,C7,IL0 PCR Mix_1,C7,32,0
Group51_PCR_1,D7,IL0 PCR Mix_1,D7,93,0
Group51_PCR_3,E7,IL0 PCR Mix_1,E7,39,0
Group51_PCR_5,F7,IL0 PCR Mix_1,F7,41,0
Group51_PCR_4,G7,IL0 PCR Mix_1,G7,23,0
Group51_PCR_4,H7,IL0 PCR Mix_1,H7,263,0
Group51_PCR_3,A8,IL0 PCR Mix_1,A8,43,0
Group51_PCR_2,B8,IL0 PCR Mix_1,B8,39,0
Group51_PCR_3,C8,IL0 PCR Mix_1,C8,173,0
Group51_PCR_3,D8,IL0 PCR Mix_1,D8,163,0
Group51_PCR_2,E8,IL0 PCR Mix_1,E8,405,0
Group51_PCR_2,F8,IL0 PCR Mix_1,F8,20,0
Group51_PCR_2,G8,IL0 PCR Mix_1,G8,23,0
Group51_PCR_5,H8,IL0 PCR Mix_1,H8,374,0
Group51_PCR_4,A9,IL0 PCR Mix_1,A9,31,0
Group51_PCR_5,B9,IL0 PCR Mix_1,B9,24,0
Group51_PCR_4,C9,IL0 PCR Mix_1,C9,414,0
Group51_PCR_1,D9,IL0 PCR Mix_1,D9,23,0
Group51_PCR_5,E9,IL0 PCR Mix_1,E9,124,0
Group51_PCR_2,F9,IL0 PCR Mix_1,F9,24,0
Group51_PCR_5,G9,IL0 PCR Mix_1,G9,41,0
Group51_PCR_5,H9,IL0 PCR Mix_1,H9,150,0
Group51_PCR_3,A10,IL0 PCR Mix_1,A10,207,0
Group51_PCR_3,B10,IL0 PCR Mix_1,B10,334,0
Group51_PCR_4,C10,IL0 PCR Mix_1,C10,186,0
Group51_PCR_1,D10,IL0 PCR Mix_1,D10,28,0
Group51_PCR_3,E10,IL0 PCR Mix_1,E10,321,0
Group51_PCR_3,F10,IL0 PCR Mix_1,F10,408,0
Group51_PCR_4,G10,IL0 PCR Mix_1,G10,74,0
Group51_PCR_3,H10,IL0 PCR Mix_1,H10,359,0
Group51_PCR_5,A11,IL0 PCR Mix_1,A11,319,0
Group51_PCR_1,B11,IL0 PCR Mix_1,B11,25,0
Group51_PCR_5,C11,IL0 PCR Mix_1,C11,82,0
Group51_PCR_3,D11,IL0 PCR Mix_1,D11,26,0
Group51_PCR_3,E11,IL0 PCR Mix_1,E11,369,0
Group51_PCR_3,F11,IL0 PCR Mix_1,F11,34,0
Group51_PCR_4,G11,IL0 PCR Mix_1,G11,200,0
Group51_PCR_5,H11,IL0 PCR Mix_1,H11,326,0
Group51_PCR_1,A12,IL0 PCR Mix_1,A12,351,0
Group51_PCR_1,B12,IL0 PCR Mix_1,B12,28,0
Group51_PCR_1,C12,IL0 PCR Mix_1,C12,312,0
Group51_PCR_4,D12,IL0 PCR Mix_1,D12,343,0
Group51_PCR_4,E12,IL0 PCR Mix_1,E12,358,0
Group51_PCR_5,F12,IL0 PCR Mix_1,F12,41,0
Group51_PCR_4,G12,IL0 PCR Mix_1,G12,78,0
